"","temperature","lon","lat"
"1",0.605377197265625,-131,46
"2",-0.0223388671875,-124.400001525879,41.9000015258789
"3",-0.266448974609375,-124.5,46.0999984741211
"4",-1.30670166015625,-124.699996948242,47.2999992370605
"5",0.14398193359375,-124.5,44.5999984741211
"6",-0.279541015625,-124.985000610352,49.9070014953613
"7",-0.360565185546875,-125,49.9000015258789
"8",-0.11590576171875,-127.921997070312,49.7319984436035
"9",-0.05181884765625,-127.900001525879,49.7000007629395
"10",-0.264007568359375,-123.699996948242,49.2999992370605
"11",-0.9263916015625,-128.800003051758,51.4000015258789
"12",-1.73202514648438,-126,48.8330001831055
"13",-1.7396240234375,-126,48.7999992370605
"14",-0.73724365234375,-129.910003662109,50.8600006103516
"15",-0.7606201171875,-129.899993896484,50.9000015258789
"16",0.242095947265625,-124.379997253418,43.3400001525879
"17",-0.7015380859375,-123.5,48.2999992370605
"18",-4.70013427734375,-122.949996948242,50.1333312988281
"19",-2.84262084960938,-123.300003051758,49.4833297729492
"20",1.98922729492188,-121.5,51.1500015258789
"21",-0.679168701171875,-126.550003051758,49.3833312988281
"22",0.703369140625,-123.800003051758,49.2166709899902
"23",-1.67288208007812,-123.050003051758,48.7833290100098
"24",0.634521484375,-128.899993896484,50.8166694641113
"25",-2.01202392578125,-124.16667175293,49.3499984741211
"26",-2.74661254882812,-122.733329772949,50.2999992370605
"27",-0.28515625,-124.433326721191,49.4833297729492
"28",-2.26663208007812,-114.900001525879,49.75
"29",2.99017333984375,-116.5,49.0833282470703
"30",0.591461181640625,-119.300003051758,50.2299995422363
"31",-0.6583251953125,-123.58332824707,48.5833282470703
"32",-2.77227783203125,-121.58332824707,50.2333297729492
"33",-1.5379638671875,-122.683326721191,49.2000007629395
"34",1.5926513671875,-117.816673278809,50.2666702270508
"35",-1.21099853515625,-123.430000305176,48.4300003051758
"36",0.6375732421875,-120.516670227051,50.5999984741211
"37",-2.2989501953125,-124.83332824707,49.25
"38",-0.6513671875,-127.933326721191,50.1166687011719
"39",-2.13345336914062,-119.283332824707,50.7000007629395
"40",-3.01309204101562,-123.91667175293,48.3833312988281
"41",-2.33050537109375,-114.883331298828,49.75
"42",-1.97451782226562,-119.650001525879,49.5666694641113
"43",-2.22024536132812,-123.466667175293,48.5333290100098
"44",-1.27078247070312,-122.783332824707,49.0166702270508
"45",-8.25271606445312,-115.066673278809,51.0833282470703
"46",-0.874786376953125,-123.300003051758,48.4500007629395
"47",3.03353881835938,-116.33332824707,51.4500007629395
"48",-2.9979248046875,-119.433326721191,49.0333290100098
"49",-3.39920043945312,-121.766670227051,49.25
"50",-3.83938598632812,-115.550003051758,51.2000007629395
"51",-3.3724365234375,-125.98999786377,50.4500007629395
"52",-3.03326416015625,-124.669998168945,51.6699981689453
"53",-2.10574340820312,-125.766670227051,49.0833282470703
"54",-0.644744873046875,-125.266670227051,49.9500007629395
"55",-1.71463012695312,-123.866668701172,49.0499992370605
"56",-0.742828369140625,-117.633331298828,49.2999992370605
"57",0.3599853515625,-120.516670227051,49.4666709899902
"58",4.43466186523438,-116.983329772949,51.2999992370605
"59",-5.95294189453125,-121.483329772949,49.3666687011719
"60",-2.15194702148438,-120.449996948242,50.7000007629395
"61",-1.64370727539062,-119.383331298828,49.9666709899902
"62",0.282958984375,-124.900001525879,49.7166709899902
"63",-0.908111572265625,-123.16667175293,49.1833305358887
"64",-1.978759765625,-123.33332824707,48.4166717529297
"65",9.21578979492188,-115.783332824707,49.6166687011719
"66",-2.46624755859375,-122.366668701172,49.0333290100098
"67",-3.59271240234375,-119.599998474121,49.4666709899902
"68",-1.24542236328125,-123.433326721191,48.6500015258789
"69",-0.74151611328125,-127.366668701172,50.6833305358887
"70",-0.46954345703125,-124.48999786377,47.6800003051758
"71",5.10739135742188,-119.551002502441,46.6889991760254
"72",4.92465209960938,-119.578002929688,46.6570014953613
"73",6.30679321289062,-119.521003723145,46.5559997558594
"74",5.94964599609375,-119.286003112793,46.3639984130859
"75",6.4915771484375,-119.360000610352,46.4300003051758
"76",6.59786987304688,-119.598999023438,46.5629997253418
"77",6.58248901367188,-119.633003234863,46.5449981689453
"78",5.74725341796875,-119.301002502441,46.3009986877441
"79",1.9873046875,-120.218002319336,45.7439994812012
"80",6.65890502929688,-119.725997924805,46.5779991149902
"81",1.15109252929688,-120.564437866211,41.4913902282715
"82",-1.6011962890625,-124.105827331543,40.9791717529297
"83",2.65695190429688,-118.284172058105,46.0950012207031
"84",0.131011962890625,-123.882499694824,46.1569404602051
"85",-0.726470947265625,-122.313606262207,47.5458297729492
"86",-0.564971923828125,-117.808609008789,44.8427810668945
"87",-1.34039306640625,-122.539169311523,48.7994384765625
"88",3.05841064453125,-118.956390380859,43.5950012207031
"89",-0.752716064453125,-116.240562438965,43.5666694641113
"90",-1.10769653320312,-124.233329772949,41.7833290100098
"91",-2.24981689453125,-123.505279541016,48.1222190856934
"92",0.353668212890625,-117.883331298828,48.5499992370605
"93",1.16357421875,-121.883331298828,45.6666717529297
"94",2.43548583984375,-117.428329467773,47.9741706848145
"95",1.20391845703125,-121.166107177734,45.6194381713867
"96",1.78897094726562,-120.201393127441,47.3977813720703
"97",-3.83233642578125,-115.787498474121,40.8263893127441
"98",3.12380981445312,-120.529167175293,47.0336112976074
"99",2.1573486328125,-119.514717102051,47.3080596923828
"100",-2.45333862304688,-123.21443939209,44.1333312988281
